x_mm,y_mm
7.004100,7.489728
6.910708,7.584220
6.816825,7.678239
6.722105,7.771416
6.631360,7.868448
6.549501,7.973103
6.466118,8.076548
6.380798,8.178386
6.291026,8.276336
6.200547,8.373622
6.114709,8.474923
6.036222,8.582030
5.949432,8.682633
5.863239,8.783718
5.779157,8.886579
5.693228,8.987918
5.609720,9.091222
5.530520,9.197885
5.454705,9.306979
5.380166,9.416959
5.305465,9.526816
5.229421,9.635549
5.143038,9.736409
5.052400,9.833557
4.964403,9.933053
4.880311,10.035921
4.794508,10.137223
4.701496,10.232084
4.606099,10.324567
4.510165,10.416492
4.413423,10.507563
4.314144,10.595758
4.208285,10.675912
4.096865,10.748281
3.984276,10.818813
3.874168,10.893150
3.766862,10.971473
3.655447,11.043799
3.538809,11.107433
3.421410,11.169651
3.304056,11.231956
3.186933,11.294692
3.067421,11.352744
2.947257,11.409438
2.827286,11.466539
2.706227,11.521291
2.585490,11.576755
2.463668,11.629784
2.339893,11.678045
2.215492,11.724711
2.091142,11.771518
1.965629,11.815019
1.838505,11.853581
1.710158,11.887878
1.581176,11.919771
1.451714,11.949613
1.321511,11.976011
1.190626,11.998826
1.059336,12.019227
0.927767,12.037690
0.795775,12.052847
0.663469,12.065021
0.530996,12.075233
0.398411,12.083864
0.265706,12.090335
0.132860,12.092684
