x_mm,y_mm
4.422654,10.360512
4.257674,10.349209
4.092964,10.334446
3.928261,10.319606
3.763555,10.304809
3.599172,10.286766
3.434768,10.268920
3.270356,10.251146
3.106011,10.232757
2.941626,10.214739
2.777230,10.196812
2.612223,10.186150
2.447124,10.176683
2.282018,10.167337
2.116710,10.163584
1.951358,10.161087
1.786005,10.158761
1.620643,10.157091
1.455279,10.155732
1.289913,10.154549
1.124546,10.153511
0.959178,10.152636
0.793810,10.151926
0.628441,10.151358
0.463071,10.150937
0.297701,10.150677
0.132331,10.150562
-0.033039,10.150581
-0.198409,10.150767
-0.363778,10.151107
-0.529148,10.151559
-0.694517,10.152192
-0.859885,10.153012
-1.025252,10.153933
-1.190619,10.155023
-1.355984,10.156320
-1.521348,10.157728
-1.686710,10.159359
-1.852066,10.161483
-2.017416,10.164062
-2.182751,10.167347
-2.347990,10.173487
-2.513079,10.183132
-2.678120,10.193489
-2.842895,10.207256
-3.007251,10.225545
-3.171598,10.243909
-3.335920,10.262494
-3.500288,10.280673
-3.664662,10.298792
-3.829129,10.316038
-3.993807,10.331149
-4.158478,10.346334
-4.323255,10.360315
-4.488232,10.371709
-4.653201,10.383210
-4.818257,10.393402
-4.983465,10.400717
-5.148680,10.407874
-5.313947,10.413704
-5.479291,10.416566
-5.644647,10.418761
-5.810016,10.419054
-5.975364,10.416530
-6.140699,10.413159
-6.305991,10.408107
-6.471207,10.401030
-6.636383,10.393017
-6.801571,10.385258
-6.966812,10.378775
-7.132076,10.372864
-7.297408,10.370000
-7.462765,10.371021
-7.628115,10.373610
-7.793423,10.377948
-7.958641,10.384918
-8.123815,10.392960
-8.289039,10.399830
-8.454302,10.405791
-8.619587,10.411045
-8.784924,10.412569
-8.950287,10.411058
-9.115607,10.407403
-9.279562,10.388963
-9.442630,10.361464
-9.579677,10.287030
-9.744019,10.278748
-9.908626,10.294615
-10.073774,10.300149
-10.239075,10.296927
-10.396293,10.254866
-10.300692,10.213640
-10.361986,10.147063
-10.401659,9.986523
-10.438591,9.825346
-10.520400,9.743053
-10.604100,9.624746
-10.571400,9.462641
-10.538097,9.300659
-10.501119,9.139477
-10.460680,8.979129
-10.418529,8.819222
-10.378326,8.658815
-10.337850,8.498475
-10.292191,8.339556
-10.251753,8.179258
-10.222288,8.016637
-10.191509,7.854198
-10.160747,7.691726
-10.138618,7.527944
-10.118902,7.363763
-10.098891,7.199611
-10.085109,7.034886
-10.075383,6.869802
-10.065761,6.704712
-10.057899,6.539536
-10.051587,6.374286
-10.045552,6.209026
-10.040805,6.043729
-10.037369,5.878394
-10.034123,5.713056
-10.031476,5.547708
-10.029480,5.382350
-10.027592,5.216991
-10.025957,5.051629
-10.024449,4.886266
-10.023048,4.720902
-10.021857,4.555536
-10.020739,4.390169
-10.019711,4.224803
-10.018853,4.059435
-10.018045,3.894067
-10.017297,3.728698
-10.016679,3.563329
-10.016100,3.397960
-10.015558,3.232591
-10.015118,3.067221
-10.014702,2.901852
-10.014310,2.736482
-10.013997,2.571113
-10.013695,2.405743
-10.013411,2.240373
-10.013190,2.075003
-10.012974,1.909633
-10.012770,1.744263
-10.012616,1.578893
-10.012467,1.413523
-10.012327,1.248153
-10.012227,1.082783
-10.012132,0.917413
-10.012045,0.752043
-10.011992,0.586673
-10.011946,0.421303
-10.011906,0.255933
-10.011896,0.090562
-10.011894,-0.074808
-10.011900,-0.240178
-10.011933,-0.405548
-10.011977,-0.570918
-10.012027,-0.736288
-10.012107,-0.901658
-10.012199,-1.067028
-10.012298,-1.232398
-10.012428,-1.397768
-10.012573,-1.563138
-10.012727,-1.728508
-10.012916,-1.893878
-10.013126,-2.059248
-10.013346,-2.224618
-10.013610,-2.389988
-10.013905,-2.555358
-10.014220,-2.720728
-10.014591,-2.886097
-10.015004,-3.051467
-10.015448,-3.216836
-10.015970,-3.382206
-10.016553,-3.547575
-10.017178,-3.712944
-10.017904,-3.878312
-10.018721,-4.043680
-10.019598,-4.209048
-10.020605,-4.374415
-10.021734,-4.539781
-10.022947,-4.705147
-10.024347,-4.870511
-10.025881,-5.035874
-10.027516,-5.201236
-10.029454,-5.366594
-10.031596,-5.531951
-10.034256,-5.697298
-10.037903,-5.862628
-10.041734,-6.027953
-10.046925,-6.193239
-10.054277,-6.358445
-10.061392,-6.523662
-10.070068,-6.688797
-10.082422,-6.853704
-10.093716,-7.018688
-10.106670,-7.183503
-10.131975,-7.346925
-10.155987,-7.510538
-10.176078,-7.674641
-10.213048,-7.835826
-10.250401,-7.996919
-10.278298,-8.159919
-10.322832,-8.319161
-10.372945,-8.476750
-10.414531,-8.636780
-10.455053,-8.797109
-10.497545,-8.956924
-10.538067,-9.117248
-10.574640,-9.278511
-10.607109,-9.440651
-10.637232,-9.603253
-10.564789,-9.733107
-10.427314,-9.717026
-10.387196,-9.877455
-10.347535,-10.037999
-10.307875,-10.198543
