x_mm,y_mm
4.328566,10.257178
4.167141,10.253546
4.005712,10.250133
3.844281,10.246758
3.682846,10.243621
3.521407,10.240719
3.359967,10.237816
3.198524,10.235158
3.037076,10.232729
2.875629,10.230305
2.714179,10.228091
2.552726,10.226078
2.391272,10.224104
2.229817,10.222290
2.068359,10.220695
1.906901,10.219149
1.745442,10.217701
1.583980,10.216515
1.422519,10.215374
1.261057,10.214258
1.099594,10.213481
0.938130,10.212729
0.776666,10.211996
0.615201,10.211558
0.453736,10.211184
0.292270,10.210846
0.130805,10.210722
-0.030661,10.210718
-0.192126,10.210754
-0.353592,10.210959
-0.515057,10.211326
-0.676522,10.211719
-0.837987,10.212271
-0.999450,10.213015
-1.160914,10.213767
-1.322377,10.214688
-1.483839,10.215808
-1.645301,10.216946
-1.806761,10.218247
-1.968220,10.219738
-2.129678,10.221279
-2.291135,10.222956
-2.452589,10.224857
-2.614043,10.226825
-2.775495,10.228880
-2.936944,10.231230
-3.098391,10.233648
-3.259838,10.236075
-3.421279,10.238922
-3.582718,10.241821
-3.744158,10.244721
-3.905590,10.248020
-4.067019,10.251430
-4.228448,10.254872
-4.389870,10.258630
-4.551287,10.262603
-4.712702,10.266623
-4.874111,10.270921
-5.035510,10.275552
-5.196908,10.280213
-5.358298,10.285161
-5.519673,10.290566
-5.681048,10.295972
-5.842416,10.301595
-6.003771,10.307544
-6.165127,10.313517
-6.326477,10.319612
-6.487820,10.325894
-6.649162,10.332216
-6.810503,10.338567
-6.971840,10.345008
-7.133176,10.351460
-7.294515,10.357875
-7.455855,10.364241
-7.617196,10.370567
-7.778539,10.376853
-7.939898,10.382734
-8.101261,10.388487
-8.262625,10.394204
-8.424022,10.398906
-8.585432,10.403140
-8.746846,10.407214
-8.908298,10.409226
-9.069763,10.409455
-9.231228,10.409044
-9.392621,10.404350
-9.553678,10.393021
-9.713864,10.372876
-9.870510,10.334063
-10.030895,10.316521
-10.191583,10.300702
-10.324751,10.214677
-10.390234,10.067085
-10.454291,9.918989
-10.492425,9.762685
-10.481498,9.601702
-10.450605,9.443220
-10.418098,9.285061
-10.383645,9.127315
-10.347848,8.969867
-10.311618,8.812519
-10.275604,8.655121
-10.239224,8.497807
-10.203617,8.340324
-10.173268,8.181739
-10.146085,8.022578
-10.118882,7.863429
-10.097896,7.703337
-10.080748,7.542785
-10.063664,7.382229
-10.050567,7.221297
-10.040315,7.060158
-10.030583,6.898987
-10.023068,6.737697
-10.017863,6.576316
-10.013101,6.414921
-10.009324,6.253500
-10.007445,6.092045
-10.005750,5.930589
-10.004233,5.769130
-10.003620,5.607666
-10.003009,5.446202
-10.002430,5.284737
-10.002033,5.123272
-10.001658,4.961807
-10.001311,4.800342
-10.001055,4.638876
-10.000839,4.477411
-10.000640,4.315945
-10.000489,4.154480
-10.000375,3.993014
-10.000267,3.831549
-10.000189,3.670083
-10.000136,3.508618
-10.000085,3.347152
-10.000052,3.185686
-10.000034,3.024221
-10.000017,2.862755
-10.000008,2.701290
-10.000005,2.539824
-10.000003,2.378358
-10.000002,2.216893
-10.000002,2.055427
-10.000002,1.893962
-10.000002,1.732496
-10.000002,1.571031
-10.000002,1.409565
-10.000002,1.248099
-10.000002,1.086634
-10.000002,0.925168
-10.000002,0.763703
-10.000002,0.602237
-10.000002,0.440772
-10.000002,0.279306
-10.000002,0.117840
-10.000002,-0.043625
-10.000002,-0.205091
-10.000002,-0.366556
-10.000002,-0.528022
-10.000002,-0.689488
-10.000002,-0.850953
-10.000002,-1.012419
-10.000002,-1.173884
-10.000002,-1.335350
-10.000002,-1.496815
-10.000002,-1.658281
-10.000002,-1.819747
-10.000002,-1.981212
-10.000002,-2.142678
-10.000002,-2.304143
-10.000004,-2.465609
-10.000005,-2.627074
-10.000010,-2.788540
-10.000027,-2.950006
-10.000045,-3.111471
-10.000063,-3.272937
-10.000113,-3.434402
-10.000166,-3.595868
-10.000222,-3.757334
-10.000325,-3.918799
-10.000440,-4.080265
-10.000563,-4.241730
-10.000744,-4.403196
-10.000961,-4.564661
-10.001192,-4.726126
-10.001492,-4.887592
-10.001869,-5.049057
-10.002255,-5.210522
-10.002736,-5.371987
-10.003350,-5.533451
-10.003972,-5.694916
-10.005037,-5.856378
-10.006692,-6.017835
-10.008425,-6.179291
-10.011305,-6.340731
-10.015719,-6.502136
-10.020574,-6.663529
-10.026889,-6.824870
-10.035912,-6.986084
-10.045804,-7.147246
-10.056888,-7.308330
-10.073011,-7.468988
-10.090310,-7.629524
-10.107438,-7.790077
-10.133762,-7.949382
-10.161278,-8.108486
-10.188230,-8.267684
-10.222719,-8.425423
-10.259524,-8.582638
-10.295411,-8.740066
-10.331555,-8.897434
-10.367843,-9.054769
-10.403044,-9.212351
-10.436600,-9.370291
-10.467888,-9.528696
-10.498195,-9.687287
-10.487579,-9.848382
-10.422111,-9.995980
-10.356643,-10.143578
