x_mm,y_mm
3.656411,9.327318
3.669910,9.110892
3.680780,8.894288
3.685132,8.677499
3.686449,8.460627
3.685031,8.243760
3.680788,8.026928
3.675524,7.810115
3.668147,7.593366
3.660417,7.376628
3.652015,7.159914
3.643412,6.943208
3.634919,6.726498
3.626574,6.509782
3.618337,6.293062
3.610815,6.076316
3.603673,5.859561
3.601423,5.642705
3.605389,5.425865
3.609900,5.209036
3.615207,4.992224
3.620815,4.775421
3.627268,4.558640
3.634004,4.341869
3.641378,4.125118
3.649200,3.908382
3.657609,3.691671
3.667030,3.474999
3.674975,3.258274
3.736366,3.217081
3.530933,3.168402
3.315899,3.140196
3.100324,3.116523
2.884571,3.094480
2.668463,3.076280
2.452089,3.061546
2.235614,3.048352
2.018923,3.039390
1.802208,3.031041
1.585409,3.025268
1.368585,3.020470
1.151742,3.016701
0.934881,3.014096
0.718017,3.011854
0.501143,3.010712
0.284269,3.009789
0.067393,3.009466
-0.149484,3.009534
-0.366359,3.010040
-0.583233,3.011125
-0.800103,3.012671
-1.016966,3.015053
-1.233822,3.018059
-1.450658,3.022198
-1.667476,3.027231
-1.884238,3.034076
-2.100943,3.042702
-2.317547,3.053444
-2.534000,3.066942
-2.750300,3.082710
-2.966248,3.102608
-3.181973,3.124920
-3.397293,3.150760
-3.612305,3.179133
-3.776047,3.246814
-3.672217,3.356763
-3.662963,3.573442
-3.653854,3.790126
-3.645787,4.006852
-3.638107,4.223593
-3.630980,4.440352
-3.624388,4.657128
-3.618265,4.873917
-3.612845,5.090726
-3.607846,5.307545
-3.603534,5.524378
-3.602097,5.741237
-3.606595,5.958042
-3.614008,6.174792
-3.621798,6.391528
-3.629940,6.608252
-3.638223,6.824970
-3.646618,7.041684
-3.655095,7.258395
-3.662805,7.475133
-3.670298,7.691880
-3.676267,7.908673
-3.680867,8.125501
-3.684071,8.342353
-3.682826,8.559220
-3.681034,8.776090
-3.671575,8.992751
-3.660212,9.209329
-3.643448,9.425555
-3.621674,9.641258
-3.628578,9.858025
-3.756462,10.025403
-3.903232,10.185072
-4.102953,10.219363
-4.315663,10.235437
-4.518925,10.307940
-4.733849,10.336772
-4.949727,10.357311
-5.166110,10.371921
-5.382621,10.384289
-5.599329,10.392835
-5.816061,10.400693
-6.032843,10.407066
-6.249643,10.412847
-6.466455,10.418094
-6.683278,10.422923
-6.900106,10.427497
-7.116940,10.431783
-7.333778,10.435891
-7.550620,10.439734
-7.767466,10.443375
-7.984320,10.446481
-8.201178,10.449288
-8.418047,10.451047
-8.634921,10.451982
-8.851795,10.451402
-9.068642,10.448054
-9.285479,10.443925
-9.501758,10.428785
-9.717876,10.410666
-9.931394,10.373499
-10.144459,10.333017
-10.281065,10.173888
-10.405958,9.996583
-10.494244,9.807990
-10.488102,9.591332
-10.461463,9.376098
-10.434052,9.160961
-10.406027,8.945903
-10.378858,8.730738
-10.353983,8.515293
-10.329762,8.299784
-10.309379,8.083867
-10.290107,7.867851
-10.273495,7.651617
-10.259042,7.435222
-10.246261,7.218733
-10.236273,7.002087
-10.227233,6.785402
-10.220140,6.568643
-10.213987,6.351854
-10.208959,6.135037
-10.204738,5.918202
-10.201028,5.701357
-10.197805,5.484505
-10.194717,5.267650
-10.191782,5.050794
-10.188886,4.833937
-10.185900,4.617081
-10.182868,4.400225
-10.179647,4.183373
-10.176281,3.966523
-10.172787,3.749674
-10.169063,3.532830
-10.165282,3.315986
-10.161304,3.099146
-10.157273,2.882307
-10.153240,2.665468
-10.149206,2.448629
-10.145214,2.231790
-10.141487,2.014945
-10.137780,1.798100
-10.134543,1.581248
-10.131472,1.364393
-10.128780,1.147534
-10.126558,0.930668
-10.124548,0.713802
-10.123389,0.496928
-10.122416,0.280054
-10.122096,0.063178
-10.122184,-0.153698
-10.122753,-0.370574
-10.123928,-0.587447
-10.125449,-0.804318
-10.127582,-1.021184
-10.129996,-1.238047
-10.132861,-1.454904
-10.136000,-1.671758
-10.139470,-1.888606
-10.143216,-2.105450
-10.147077,-2.322292
-10.151086,-2.539132
-10.155128,-2.755971
-10.159168,-2.972810
-10.163196,-3.189649
-10.167070,-3.406491
-10.170854,-3.623334
-10.174483,-3.840180
-10.177910,-4.057029
-10.181264,-4.273880
-10.184334,-4.490735
-10.187351,-4.707590
-10.190272,-4.924447
-10.193137,-5.141305
-10.196083,-5.358161
-10.199234,-5.575015
-10.202423,-5.791868
-10.206535,-6.008705
-10.210833,-6.225539
-10.216328,-6.442345
-10.222800,-6.659125
-10.230253,-6.875870
-10.240251,-7.092516
-10.251010,-7.309120
-10.264742,-7.525561
-10.279795,-7.741913
-10.297359,-7.958070
-10.317229,-8.174035
-10.338874,-8.389811
-10.363997,-8.605227
-10.389709,-8.820571
-10.417236,-9.035693
-10.445120,-9.250769
-10.472212,-9.465947
-10.498547,-9.681218
-10.464962,-9.886781
-10.371646,-10.082555
