x_mm,y_mm
-10.324652,-10.214799
-10.290010,-10.274201
-10.126416,-10.280874
-9.962799,-10.281697
-9.799197,-10.278861
-9.635823,-10.289655
-9.476416,-10.325672
-9.316326,-10.358669
-9.153486,-10.374873
-8.989932,-10.381309
-8.826244,-10.385001
-8.662532,-10.386716
-8.498813,-10.385343
-8.335090,-10.384996
-8.171361,-10.385043
-8.007702,-10.380937
-7.844061,-10.375572
-7.680360,-10.373308
-7.516631,-10.373010
-7.352902,-10.373223
-7.189225,-10.376530
-7.025601,-10.382388
-6.861990,-10.388632
-6.698390,-10.395140
-6.534789,-10.401642
-6.371169,-10.407608
-6.207503,-10.411858
-6.043784,-10.413672
-5.880059,-10.414943
-5.716343,-10.414586
-5.552652,-10.411010
-5.388967,-10.407160
-5.225323,-10.402175
-5.061801,-10.393931
-4.898276,-10.385747
-4.734787,-10.376981
-4.571496,-10.365003
-4.408194,-10.353179
-4.244907,-10.341179
-4.081885,-10.325979
-3.918836,-10.311062
-3.755781,-10.296210
-3.593014,-10.278488
-3.430198,-10.261214
-3.267375,-10.244006
-3.104556,-10.226763
-2.941695,-10.209917
-2.778823,-10.193180
-2.615402,-10.183550
-2.451883,-10.175234
-2.288359,-10.167043
-2.124685,-10.163470
-1.960970,-10.161261
-1.797253,-10.159213
-1.633532,-10.157590
-1.469808,-10.156234
-1.306082,-10.155050
-1.142356,-10.154009
-0.978629,-10.153125
-0.814901,-10.152403
-0.651172,-10.151820
-0.487443,-10.151378
-0.323713,-10.151090
-0.159984,-10.150948
0.003746,-10.150936
0.167476,-10.151077
0.331205,-10.151374
0.494934,-10.151790
0.658663,-10.152357
0.822391,-10.153111
0.986118,-10.153972
1.149845,-10.154973
1.313570,-10.156202
1.477294,-10.157546
1.641017,-10.159021
1.804737,-10.160825
1.968451,-10.163043
2.132163,-10.165469
2.295834,-10.169362
2.459348,-10.177761
2.622855,-10.186289
2.786257,-10.196416
2.949108,-10.213351
3.111960,-10.230282
3.274752,-10.247778
3.437547,-10.265249
3.600350,-10.282651
3.763122,-10.300333
3.926141,-10.315553
4.089173,-10.330651
4.252202,-10.345788
4.415459,-10.358169
4.578746,-10.370203
4.742039,-10.382160
4.905505,-10.391334
5.069020,-10.399728
5.232540,-10.408003
5.396170,-10.413459
5.559850,-10.417516
5.723541,-10.421079
5.887258,-10.421823
6.050984,-10.420772
6.214703,-10.418949
6.378375,-10.414914
6.542002,-10.409122
6.705607,-10.402755
6.869214,-10.396407
7.032831,-10.390339
7.196465,-10.384763
7.360149,-10.381647
7.523879,-10.381547
7.687607,-10.382018
7.851310,-10.384312
8.014954,-10.389608
8.178603,-10.393490
8.342317,-10.391311
8.506023,-10.389601
8.669743,-10.390147
8.833434,-10.386997
8.997073,-10.381561
9.160465,-10.372582
9.322736,-10.351490
9.479218,-10.306308
9.636502,-10.263231
9.800221,-10.261316
9.963594,-10.270052
10.126991,-10.274358
10.290002,-10.261207
10.315671,-10.200925
10.318683,-10.181444
10.358285,-10.022576
10.395743,-9.863225
10.445479,-9.720713
10.533233,-9.610546
10.519371,-9.449605
10.492558,-9.288087
10.462032,-9.127236
10.427805,-8.967131
10.391889,-8.807390
10.358340,-8.647143
10.324686,-8.486912
10.288962,-8.327131
10.256870,-8.166626
10.229554,-8.005197
10.200903,-7.844016
10.171998,-7.682878
10.148867,-7.520828
10.128276,-7.358405
10.107565,-7.196003
10.092052,-7.033048
10.080687,-6.869714
10.069479,-6.706371
10.060414,-6.542897
10.053148,-6.379329
10.045982,-6.215757
10.040314,-6.052129
10.036378,-5.888447
10.032535,-5.724762
10.029395,-5.561063
10.027034,-5.397351
10.024788,-5.233636
10.022957,-5.069917
10.021269,-4.906196
10.019682,-4.742474
10.018430,-4.578749
10.017254,-4.415024
10.016150,-4.251298
10.015301,-4.087570
10.014503,-3.923842
10.013750,-3.760114
10.013171,-3.596386
10.012637,-3.432657
10.012128,-3.268928
10.011735,-3.105199
10.011373,-2.941469
10.011028,-2.777740
10.010759,-2.614011
10.010510,-2.450281
10.010273,-2.286551
10.010079,-2.122822
10.009900,-1.959092
10.009727,-1.795363
10.009586,-1.631633
10.009457,-1.467903
10.009334,-1.304174
10.009236,-1.140444
10.009153,-0.976714
10.009074,-0.812985
10.009018,-0.649255
10.008977,-0.485525
10.008940,-0.321795
10.008922,-0.158066
10.008922,0.005664
10.008925,0.169394
10.008945,0.333123
10.008986,0.496853
10.009029,0.660583
10.009088,0.824313
10.009170,0.988042
10.009255,1.151772
10.009356,1.315502
10.009484,1.479231
10.009615,1.642961
10.009760,1.806691
10.009938,1.970420
10.010120,2.134150
10.010317,2.297879
10.010562,2.461609
10.010815,2.625338
10.011093,2.789068
10.011453,2.952797
10.011823,3.116526
10.012234,3.280256
10.012773,3.443985
10.013320,3.607713
10.013924,3.771442
10.014726,3.935170
10.015550,4.098897
10.016442,4.262625
10.017612,4.426350
10.018832,4.590075
10.020153,4.753800
10.021837,4.917521
10.023583,5.081241
10.025522,5.244959
10.027914,5.408671
10.030345,5.572383
10.033890,5.736073
10.038263,5.899744
10.042658,6.063415
10.049220,6.227007
10.057559,6.390523
10.065892,6.554040
10.076515,6.717415
10.089574,6.880621
10.102436,7.043843
10.120410,7.206518
10.144249,7.368493
10.166514,7.530679
10.192484,7.692242
10.226042,7.852476
10.256872,8.013200
10.285708,8.174344
10.321240,8.334114
10.359036,8.493394
10.392637,8.653636
10.426367,8.813842
10.462331,8.973571
10.495840,9.133823
10.524977,9.294928
10.550176,9.456706
10.557580,9.616275
10.458224,9.717654
10.369544,9.823725
10.331310,9.982922
10.291696,10.141788
10.324303,10.214612
10.289588,10.273861
10.126000,10.280654
9.962382,10.281359
9.798784,10.278482
9.635407,10.289231
9.476011,10.325314
9.315918,10.358303
9.153081,10.374524
8.989526,10.380963
8.825839,10.384679
8.662127,10.386428
8.498408,10.385092
8.334685,10.384794
8.170956,10.384988
8.007292,10.381088
7.843643,10.375964
7.679939,10.373962
7.516210,10.373932
7.352481,10.374420
7.188809,10.377972
7.025191,10.384022
6.861587,10.390444
6.697991,10.397054
6.534391,10.403562
6.370770,10.409522
6.207104,10.413735
6.043384,10.415473
5.879659,10.416661
5.715942,10.416210
5.552254,10.412539
5.388571,10.408604
5.224930,10.403530
5.061411,10.395207
4.897890,10.386946
4.734406,10.378099
4.571120,10.366042
4.407824,10.354139
4.244544,10.342054
4.081529,10.326769
3.918488,10.311769
3.755442,10.296828
3.592685,10.279008
3.429879,10.261636
3.267067,10.244329
3.104260,10.226967
2.941412,10.210001
2.778552,10.193146
2.615136,10.183433
2.451622,10.175024
2.288102,10.166739
2.124430,10.163142
1.960715,10.160917
1.796998,10.158854
1.633277,10.157227
1.469553,10.155871
1.305828,10.154686
1.142101,10.153644
0.978374,10.152759
0.814646,10.152036
0.650917,10.151453
0.487188,10.151010
0.323459,10.150722
0.159729,10.150580
-0.004001,10.150569
-0.167730,10.150710
-0.331460,10.151008
-0.495189,10.151424
-0.658918,10.151992
-0.822646,10.152748
-0.986373,10.153611
-1.150100,10.154612
-1.313825,10.155843
-1.477549,10.157187
-1.641272,10.158663
-1.804991,10.160472
-1.968706,10.162704
-2.132417,10.165149
-2.296087,10.169085
-2.459596,10.177579
-2.623098,10.186202
-2.786493,10.196435
-2.949332,10.213488
-3.112171,10.230539
-3.274951,10.248155
-3.437735,10.265727
-3.600526,10.283228
-3.763288,10.301008
-3.926300,10.316308
-4.089324,10.331490
-4.252345,10.346710
-4.415597,10.359164
-4.578878,10.371275
-4.742165,10.383307
-4.905628,10.392550
-5.069138,10.401018
-5.232655,10.409371
-5.396283,10.414903
-5.559960,10.419043
-5.723648,10.422703
-5.887365,10.423536
-6.051091,10.422570
-6.214811,10.420818
-6.378484,10.416811
-6.542111,10.411024
-6.705716,10.404646
-6.869319,10.398199
-7.032929,10.391951
-7.196556,10.386182
-7.360236,10.382835
-7.523966,10.382462
-7.687695,10.382668
-7.851401,10.384712
-8.015052,10.389770
-8.178707,10.393429
-8.342419,10.391106
-8.506125,10.389359
-8.669845,10.389857
-8.833535,10.386658
-8.997173,10.381196
-9.160563,10.372181
-9.322825,10.351027
-9.479291,10.305774
-9.636590,10.262766
-9.800309,10.260921
-9.963675,10.269760
-10.127068,10.274165
-10.290054,10.260861
-10.314991,10.200362
-10.318886,10.179979
-10.358500,10.021114
-10.395892,9.861749
-10.447104,9.720508
-10.533181,9.608446
-10.518604,9.447429
-10.491742,9.285919
-10.461133,9.125084
-10.426817,8.964998
-10.390847,8.805269
-10.357395,8.645003
-10.323813,8.484756
-10.288201,8.324950
-10.256342,8.164399
-10.229171,8.002945
-10.200592,7.841750
-10.171870,7.680580
-10.148872,7.518509
-10.128265,7.356088
-10.107646,7.193675
-10.092263,7.030707
-10.080883,6.867374
-10.069681,6.704030
-10.060644,6.540555
-10.053364,6.376988
-10.046191,6.213416
-10.040535,6.049788
-10.036589,5.886106
-10.032740,5.722421
-10.029599,5.558722
-10.027214,5.395010
-10.024952,5.231296
-10.023105,5.067577
-10.021399,4.903856
-10.019800,4.740134
-10.018534,4.576409
-10.017346,4.412684
-10.016233,4.248958
-10.015375,4.085230
-10.014569,3.921503
-10.013808,3.757775
-10.013225,3.594046
-10.012685,3.430317
-10.012172,3.266588
-10.011775,3.102859
-10.011409,2.939130
-10.011061,2.775401
-10.010790,2.611671
-10.010539,2.447942
-10.010299,2.284212
-10.010103,2.120482
-10.009922,1.956753
-10.009747,1.793023
-10.009603,1.629294
-10.009472,1.465564
-10.009347,1.301834
-10.009247,1.138105
-10.009163,0.974375
-10.009082,0.810645
-10.009024,0.646915
-10.008982,0.483186
-10.008943,0.319456
-10.008924,0.155726
-10.008922,-0.008003
-10.008923,-0.171733
-10.008942,-0.335463
-10.008980,-0.499193
-10.009021,-0.662922
-10.009079,-0.826652
-10.009160,-0.990382
-10.009243,-1.154111
-10.009342,-1.317841
-10.009467,-1.481571
-10.009596,-1.645300
-10.009739,-1.809030
-10.009915,-1.972760
-10.010094,-2.136489
-10.010289,-2.300219
-10.010532,-2.463948
-10.010782,-2.627678
-10.011058,-2.791407
-10.011415,-2.955137
-10.011780,-3.118866
-10.012189,-3.282595
-10.012722,-3.446324
-10.013264,-3.610053
-10.013864,-3.773781
-10.014658,-3.937509
-10.015472,-4.101237
-10.016356,-4.264964
-10.017517,-4.428690
-10.018723,-4.592415
-10.020032,-4.756140
-10.021703,-4.919861
-10.023430,-5.083581
-10.025354,-5.247300
-10.027730,-5.411012
-10.030136,-5.574724
-10.033689,-5.738414
-10.038062,-5.902085
-10.042449,-6.065756
-10.049037,-6.229347
-10.057366,-6.392864
-10.065685,-6.556382
-10.076352,-6.719754
-10.089418,-6.882959
-10.102259,-7.046183
-10.120392,-7.208839
-10.144330,-7.370800
-10.166551,-7.532992
-10.192702,-7.694523
-10.226465,-7.854714
-10.257309,-8.015432
-10.286302,-8.176547
-10.322078,-8.336263
-10.359940,-8.495526
-10.393590,-8.655758
-10.427396,-8.815949
-10.463291,-8.975693
-10.496701,-9.135966
-10.525751,-9.297086
-10.550906,-9.458871
-10.557425,-9.618266
-10.456705,-9.717743
-10.369417,-9.825003
-10.331150,-9.984193
-10.291548,-10.143061
